Series Name,"Series Code","Country Name","Country Code","1960 [YR1960]","1961 [YR1961]","1962 [YR1962]","1963 [YR1963]","1964 [YR1964]","1965 [YR1965]","1966 [YR1966]","1967 [YR1967]","1968 [YR1968]","1969 [YR1969]","1970 [YR1970]","1971 [YR1971]","1972 [YR1972]","1973 [YR1973]","1974 [YR1974]","1975 [YR1975]","1976 [YR1976]","1977 [YR1977]","1978 [YR1978]","1979 [YR1979]","1980 [YR1980]","1981 [YR1981]","1982 [YR1982]","1983 [YR1983]","1984 [YR1984]","1985 [YR1985]","1986 [YR1986]","1987 [YR1987]","1988 [YR1988]","1989 [YR1989]","1990 [YR1990]","1991 [YR1991]","1992 [YR1992]","1993 [YR1993]","1994 [YR1994]","1995 [YR1995]","1996 [YR1996]","1997 [YR1997]","1998 [YR1998]","1999 [YR1999]","2000 [YR2000]","2001 [YR2001]","2002 [YR2002]","2003 [YR2003]","2004 [YR2004]","2005 [YR2005]","2006 [YR2006]","2007 [YR2007]","2008 [YR2008]","2009 [YR2009]","2010 [YR2010]","2011 [YR2011]","2012 [YR2012]","2013 [YR2013]","2014 [YR2014]","2015 [YR2015]","2016 [YR2016]","2017 [YR2017]","2018 [YR2018]","2019 [YR2019]","2020 [YR2020]","2021 [YR2021]","2022 [YR2022]","2023 [YR2023]"
Total reserves in monetary gold holdings (current US$),"(Total reserves in monetary gold holdings (current US$))","Arab World","ARB","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Total reserves in monetary gold holdings (current US$),"(Total reserves in monetary gold holdings (current US$))","Caribbean small states","CSS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Total reserves in monetary gold holdings (current US$),"(Total reserves in monetary gold holdings (current US$))","Central Europe and the Baltics","CEB","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Total reserves in monetary gold holdings (current US$),"(Total reserves in monetary gold holdings (current US$))","Early-demographic dividend","EAR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Total reserves in monetary gold holdings (current US$),"(Total reserves in monetary gold holdings (current US$))","East Asia & Pacific","EAS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Total reserves in monetary gold holdings (current US$),"(Total reserves in monetary gold holdings (current US$))","East Asia & Pacific (excluding high income)","EAP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Total reserves in monetary gold holdings (current US$),"(Total reserves in monetary gold holdings (current US$))","East Asia & Pacific (IDA & IBRD countries)","TEA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Total reserves in monetary gold holdings (current US$),"(Total reserves in monetary gold holdings (current US$))","Euro area","EMU","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","116900497641.381","109652918436.915","111118702551.273","136764653260.884","164205649680.645","170818948622.223","192816436875.733","232165910457","294887128212.5","303723136150","377558141250","487655231550","531021103520","576897185280","417438759045","418144320000","367680080000","397377493800","449436516864","444135301100","527655534000","654959791800.003","630389814900","627647614949.996","714237993600.002"
Total reserves in monetary gold holdings (current US$),"(Total reserves in monetary gold holdings (current US$))","Europe & Central Asia","ECS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Total reserves in monetary gold holdings (current US$),"(Total reserves in monetary gold holdings (current US$))","Europe & Central Asia (excluding high income)","ECA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Total reserves in monetary gold holdings (current US$),"(Total reserves in monetary gold holdings (current US$))","Europe & Central Asia (IDA & IBRD countries)","TEC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Total reserves in monetary gold holdings (current US$),"(Total reserves in monetary gold holdings (current US$))","European Union","EUU","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Total reserves in monetary gold holdings (current US$),"(Total reserves in monetary gold holdings (current US$))","Fragile and conflict affected situations","FCS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Total reserves in monetary gold holdings (current US$),"(Total reserves in monetary gold holdings (current US$))","Heavily indebted poor countries (HIPC)","HPC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Total reserves in monetary gold holdings (current US$),"(Total reserves in monetary gold holdings (current US$))","High income","HIC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Total reserves in monetary gold holdings (current US$),"(Total reserves in monetary gold holdings (current US$))","IBRD only","IBD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Total reserves in monetary gold holdings (current US$),"(Total reserves in monetary gold holdings (current US$))","IDA & IBRD total","IBT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Total reserves in monetary gold holdings (current US$),"(Total reserves in monetary gold holdings (current US$))","IDA blend","IDB","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Total reserves in monetary gold holdings (current US$),"(Total reserves in monetary gold holdings (current US$))","IDA only","IDX","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Total reserves in monetary gold holdings (current US$),"(Total reserves in monetary gold holdings (current US$))","IDA total","IDA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Total reserves in monetary gold holdings (current US$),"(Total reserves in monetary gold holdings (current US$))","Late-demographic dividend","LTE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Total reserves in monetary gold holdings (current US$),"(Total reserves in monetary gold holdings (current US$))","Latin America & Caribbean","LCN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Total reserves in monetary gold holdings (current US$),"(Total reserves in monetary gold holdings (current US$))","Latin America & Caribbean (excluding high income)","LAC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Total reserves in monetary gold holdings (current US$),"(Total reserves in monetary gold holdings (current US$))","Latin America & the Caribbean (IDA & IBRD countries)","TLA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Total reserves in monetary gold holdings (current US$),"(Total reserves in monetary gold holdings (current US$))","Least developed countries: UN classification","LDC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Total reserves in monetary gold holdings (current US$),"(Total reserves in monetary gold holdings (current US$))","Low & middle income","LMY","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Total reserves in monetary gold holdings (current US$),"(Total reserves in monetary gold holdings (current US$))","Low income","LIC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Total reserves in monetary gold holdings (current US$),"(Total reserves in monetary gold holdings (current US$))","Lower middle income","LMC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Total reserves in monetary gold holdings (current US$),"(Total reserves in monetary gold holdings (current US$))","Middle East & North Africa","MEA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Total reserves in monetary gold holdings (current US$),"(Total reserves in monetary gold holdings (current US$))","Middle East & North Africa (excluding high income)","MNA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Total reserves in monetary gold holdings (current US$),"(Total reserves in monetary gold holdings (current US$))","Middle East & North Africa (IDA & IBRD countries)","TMN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Total reserves in monetary gold holdings (current US$),"(Total reserves in monetary gold holdings (current US$))","Middle income","MIC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Total reserves in monetary gold holdings (current US$),"(Total reserves in monetary gold holdings (current US$))","North America","NAC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
