Series Name,"Series Code","Country Name","Country Code","1960 [YR1960]","1961 [YR1961]","1962 [YR1962]","1963 [YR1963]","1964 [YR1964]","1965 [YR1965]","1966 [YR1966]","1967 [YR1967]","1968 [YR1968]","1969 [YR1969]","1970 [YR1970]","1971 [YR1971]","1972 [YR1972]","1973 [YR1973]","1974 [YR1974]","1975 [YR1975]","1976 [YR1976]","1977 [YR1977]","1978 [YR1978]","1979 [YR1979]","1980 [YR1980]","1981 [YR1981]","1982 [YR1982]","1983 [YR1983]","1984 [YR1984]","1985 [YR1985]","1986 [YR1986]","1987 [YR1987]","1988 [YR1988]","1989 [YR1989]","1990 [YR1990]","1991 [YR1991]","1992 [YR1992]","1993 [YR1993]","1994 [YR1994]","1995 [YR1995]","1996 [YR1996]","1997 [YR1997]","1998 [YR1998]","1999 [YR1999]","2000 [YR2000]","2001 [YR2001]","2002 [YR2002]","2003 [YR2003]","2004 [YR2004]","2005 [YR2005]","2006 [YR2006]","2007 [YR2007]","2008 [YR2008]","2009 [YR2009]","2010 [YR2010]","2011 [YR2011]","2012 [YR2012]","2013 [YR2013]","2014 [YR2014]","2015 [YR2015]","2016 [YR2016]","2017 [YR2017]","2018 [YR2018]","2019 [YR2019]","2020 [YR2020]","2021 [YR2021]","2022 [YR2022]","2023 [YR2023]"
"Total reserves (includes gold, current US$)","FI.RES.TOTL.CD","Turks and Caicos Islands","TCA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Total reserves (includes gold, current US$)","FI.RES.TOTL.CD","Tuvalu","TUV","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Total reserves (includes gold, current US$)","FI.RES.TOTL.CD","Uganda","UGA","","","","","","","40910000","34930000","49030000","52270000","56650000","26922886.9338504","35952613.8807368","29113281.882156","16758479.8547413","31022694.3922206","44534030.0461643","47205471.072112","52700057.3467262","22839243.3389618","3000000","30003003.0064984","78324323.5359275","106496136.737262","67907171.2167412","27288400.7029877","29205652.3919611","54600000","49300000","14100000","43986075.0309428","58913407.4296585","94420033.8251269","146356315.89724","321367624.521352","458850278.567266","528370205.282472","633473685.829627","725384316.016981","763115699.754732","808042388.803331","983357418.978631","934009575.937527","1080256630.13831","1308101595.45735","1344201156.70341","1810879485.55993","2559789963.82403","2300539404.85552","2994459465.38175","2706005010.33156","2617450463.11354","3167158060.13695","3337539363.36545","3316363815.2963","2908876773.27382","3097848069.80846","3720863721.20488","3358514649.90299","","","","",""
"Total reserves (includes gold, current US$)","FI.RES.TOTL.CD","Ukraine","UKR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","468913725.051563","166106210.469693","664538694.999876","1068754171.72765","1971655947.3904","2358910867.247","792954526.712","1093527812.21646","1477202335.54994","3088921702.57906","4462353859.41443","6946076993.56649","9718436095.67767","19388177690.8784","22359564313.3789","32483841812.7738","31543343236.6617","26500887342.1218","34571298928.1666","31788750906.6251","24552796496.6833","20413621998.9497","7538804512.33223","13300880765.1311","15537256304.3675","18810931196.5576","20817897004.1028","25317002926.8886","29137541200.0461","30966674653.8888","28505931892.0519","40510106307.8863"
"Total reserves (includes gold, current US$)","FI.RES.TOTL.CD","United Arab Emirates","ARE","","","","","","","","","","","","","","91723795.1680123","452878020.575418","987879902.290253","1979903725.58128","894066095.315775","942089886.92439","1727429507.68922","2354590963.61751","3471503445.10964","2588863919.62548","2384157753.81783","2538886189.44221","3471498477.32865","3689328862.79941","5120925342.79505","4768739333.46745","4776310581.99332","4890564527.19409","5646813747.1307","5977160986.47751","6415331634.69035","6963509610.43122","7778376180.61089","8350159123.92297","8603051266.48806","9305872456.3249","10790300349.0117","13631620189.1667","14256130113.4802","15355431325.3937","15087811903.6616","18529923697.6481","21010295842.2662","27617445822.5769","77238765358.1158","31694454694.0486","26104201597.7902","32785291883.4009","37269318422.5758","47035150430.9523","68202650660.2746","78424381665.0826","93929134196.4176","85390832746.3078","95377648625.516","99503335478.7452","108359358451.761","106701571777.291","131116705892.304","138433303844.914","189490945175.271"
"Total reserves (includes gold, current US$)","FI.RES.TOTL.CD","United Kingdom","GBR","3767016800.50312","3327714600.01562","3313161730.51803","3153679120.50507","2322326240.01562","3011764240.01562","3109538540.01562","2702371600","2712427900.01562","2535411000.01562","2918294770.26573","8956892354.16575","6214060489.48363","7946929575.59681","9959015733.30558","7547578527.07813","6208263109.94223","23778086730.6716","21184736971.547","29084847008.5124","31755311531.2903","22802299491.4455","21083020684.6915","18593267595.7146","15306822447.5626","19081735746.9244","25853390487.5576","50917928958.4049","51899597618.1319","42381854893.7367","43145747847.3062","48572195808.5626","42844142573.8515","43982206193.9429","48079032624.0768","49144184297.8559","46700021359.8396","37662299516.2776","38829795838.1208","46188288221.5174","50939389681.351","47417467709.4427","54959281998.9798","56349681040.0797","62138194998.7523","59135108205.007","63823577313.6433","77715465906.5662","64785716443.2506","79453490100.2467","98025460114.4247","109733899591.288","117156976864.591","118750193779.676","124487425221.296","148109299505.898","134931850848.279","150857673778.943","172657749536.315","173569199262.767","180054101389.553","194181397315.029","176409966646.608","177915356242.234"
"Total reserves (includes gold, current US$)","FI.RES.TOTL.CD","Uruguay","URY","191463600","191754650","202874030","186186760","186682640","179141120","177305340","162627200","193197100","185037200","186225180","204611270","298511566.938196","497496276.26875","740015363.943939","554864630.126806","653764394.911539","912237668.600015","1175048562.02169","2017848536.12234","2401057735.64165","1778309843.42004","1422106513.7479","1199578123.29343","941548072.997205","1030643931.4587","1499847276.04492","1793011937.52359","1602322497.87716","1547554304.49181","1445585539.04483","1135960005.02367","1185192329.35499","1422523149.97963","1621668140.4519","1813383774.91097","1892121944.56511","2067120137.86672","2586514007.25118","2603646552.6928","2775536525.06834","3099292334.44093","772025423.559993","2086675964.76736","2512109312.05214","3078376701.73893","3090608691.74437","4121414262.81292","6360194479.33838","8037871915.97406","7655538208.89576","10301678592.7052","13604619913.6442","16280547228.7409","17554713318.1913","15633854333.4106","13471669447.4569","15959345500.7884","15556520867.2273","14504021740.9161","16250371651.3164","16962770286.5533","15126762057.5326","16256769466.6151"
"Total reserves (includes gold, current US$)","FI.RES.TOTL.CD","Uzbekistan","UZB","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1242300740.61785","","","","","","","","","","","","","","22501939340.8419","24195780634.2289","24287333269.6036","26284410686.6739","28070940955.3947","27077105981.1617","29291325502.0694","34903111839.0572","35375443899.6491","35773956817.6684","34557511091.0994"
"Total reserves (includes gold, current US$)","FI.RES.TOTL.CD","Vanuatu","VUT","","","","","","","","","","","","","","","","","","","","","","8462712.56488038","5668632.43010337","6594660.00278979","8086949.98151026","10610263.6203866","21419522.0970484","40174522.975216","40670278.9627377","35081469.761085","37691806.7746938","39836948.1754853","42458761.8078568","45586194.3588805","43576128.703086","48289716.6165226","43923909.5123607","37303887.2997712","44669038.4601846","41353799.4567597","38922820.4827534","37658099.7240221","36521984.7950926","43816496.3348545","61813729.4176844","67197553.9261927","104661394.460191","119623134.384304","115230049.975587","148612899.92884","161382135.428761","173789321.593301","182228490.812076","179199339.275513","183998594.875318","269167136.176373","267345975.934803","395101633.946324","420592370.174891","511546284.1172","613636752.088083","664751367.261715","638537154.34393","643768389.576285"
"Total reserves (includes gold, current US$)","FI.RES.TOTL.CD","Venezuela, RB","VEN","615486000","581329000","583412200","745526800","832985200","819985200","778787400","873902000","1000929000","935072000","1046548900","1584139131.06323","2031779425.54568","3193881779.54285","8119250127.13426","9970588618.84127","9630263781.96113","9602436275.37194","8608724774.2041","13187812580.6409","13359613704.5238","12719712433.4606","11814610376.2838","12014837512.1927","12434220776.1349","13998194165.2021","10917160674.7398","11510455565.4641","7793015712.54592","8701843814.75543","12732617576.9302","14718563242.2721","13381434153.9593","13692654316.5161","12459340632.2819","10715241770.5819","16019843786.826","17703782561.6338","14728840876.6402","15110150345.5848","15898851162.5221","12264400222.6423","12106510810.7652","20820560020.6513","23408050057.2128","29802940547.6946","36715128120.2438","33759218864.9235","43065463087.2778","34317956993.5458","29665473906.3905","27934651458.8556","29468789162.6861","20275216409.4457","21454894042.4243","15625329211.5223","10150000483.5116","9794062064.62108","","","","","",""
"Total reserves (includes gold, current US$)","FI.RES.TOTL.CD","Viet Nam","VNM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1323681930.28787","1735897756.92245","1985854205.99896","2002261884.51772","3326147673.21608","3416511105.0847","3674565622.65934","4121051660.52162","6224181087.75991","7041460609.52428","9050561631.2151","13384067982.157","23479392779.8197","23890250550.2909","16447104123.628","12466600610.9074","13539119001.0033","25573282232.2766","25893489673.0736","34189368832.6688","28250254960.181","36527291044.3307","49075567812.4586","55452622582.5609","78334835182.609","94833616150.4504","109371353442.833","86539530966.6451",""
"Total reserves (includes gold, current US$)","FI.RES.TOTL.CD","Virgin Islands (U.S.)","VIR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Total reserves (includes gold, current US$)","FI.RES.TOTL.CD","West Bank and Gaza","PSE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","314081277.73","354784633.92","509535838.78","498173298.132","531755697.08","498047447.64","664041719.54","685224934.26","672378108.54","580939642.18","312800333.67","446349334.35","537846124.64","658352116.3","697074683.28","872540971.01","896900000","1323200000"
"Total reserves (includes gold, current US$)","FI.RES.TOTL.CD","Yemen, Rep.","YEM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","441445657.765575","696933259.80918","337116264.901618","164809060.448312","273977660.9555","638374456.987074","1035696160.45854","1217640805.57102","1009918206.02901","1485966624.72841","2913976400.77575","3671925615.7976","4427672645.30584","5007811167.81285","5686685058.21904","6141048031.6436","7543297619.00255","7757119856.4048","8154861549.00909","6989929590.72352","5938628775.49031","4525488820.12166","6150781007.79467","5344296754.57831","4357504076.77657","1442757093.53636","877442199.453388","920558927.722887","2983208349.3994","1653643445.98599","969612981.567713","1687999721.249","1250826378.53556",""
"Total reserves (includes gold, current US$)","FI.RES.TOTL.CD","Zambia","ZMB","","","","","","203871760","217613970","187327600","201207700","369381600","514838710","285818117.736488","171375429.13001","207974126.907563","195695676.005514","165564753.4106","115298691.780345","94022882.2673962","96515885.1139815","191063141.633702","206121500","142426331.642886","157342358.096252","137306439.119532","54826402.0956977","201091984.182777","71497163.9340452","110764773.221354","139360163.91584","123043283.281205","201213453.144784","192407808.619777","","192326097.610916","268127772.141144","222702264.273228","222709084.988899","239085489.886015","69382429.8275874","45429575.7564944","244824131.796944","183446871.748212","535132846.101975","247729406.935735","337106225.049386","559788508.275448","719716911.583293","1089952022.63547","1095608609.0688","1892077713.20001","2093753266.11924","2324018126.65836","3042223849.42813","2683813403.45787","3078362296.84348","2967626716.43206","2352719004.10271","2082083919.53427","1569229906.13102","1448624290.19898","1203448374.22209","2753875454.29119","2967565317.1942",""
"Total reserves (includes gold, current US$)","FI.RES.TOTL.CD","Zimbabwe","ZWE","","","","","","","87074890","89052800","37213800","56120400","59433760","41695710","97094800","208907500","164413000","129177750","112348750","97632400","184406000","432020000","419235500","354712719.592008","320466114.816859","300443309.696308","259960292.488952","345468089.630931","316314907.280467","370440188.792578","340678140.938085","274210790.233133","295117984.592622","295014164.648329","404469001.804694","628149929.648391","585403253.9748","887899728.603537","834393882.519067","383550560.363961","309771240.506695","480423302.144825","321301858.310207","119459329.273258","131685657.802575","136092039.396785","234290933.911466","97191584.4838922","154593586.734786","163198334.210503","81875982.8372812","821891029.988351","731779021.646729","660229297.319734","575552811.073803","474968710.14602","363832802.383277","434586085.852928","407193244.098736","292621249.111638","86951094.0294849","151240506.889991","33405021.0134395","838780244.641997","598621573.627058","115529709.859095"
"Total reserves (includes gold, current US$)","FI.RES.TOTL.CD","Africa Eastern and Southern","AFE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Total reserves (includes gold, current US$)","FI.RES.TOTL.CD","Africa Western and Central","AFW","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Total reserves (includes gold, current US$)","FI.RES.TOTL.CD","Arab World","ARB","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Total reserves (includes gold, current US$)","FI.RES.TOTL.CD","Caribbean small states","CSS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Total reserves (includes gold, current US$)","FI.RES.TOTL.CD","Central Europe and the Baltics","CEB","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Total reserves (includes gold, current US$)","FI.RES.TOTL.CD","Early-demographic dividend","EAR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Total reserves (includes gold, current US$)","FI.RES.TOTL.CD","East Asia & Pacific","EAS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Total reserves (includes gold, current US$)","FI.RES.TOTL.CD","East Asia & Pacific (excluding high income)","EAP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Total reserves (includes gold, current US$)","FI.RES.TOTL.CD","East Asia & Pacific (IDA & IBRD countries)","TEA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Total reserves (includes gold, current US$)","FI.RES.TOTL.CD","Euro area","EMU","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","373680648643.053","351979822071.882","346050008184.583","383932923077.543","387350656564.326","382789632831.183","377529937016.727","429171451915.006","510182906141.806","522439861821.438","660334751778.785","787897995554.545","847726435343.261","909437841338.521","748400035597.623","745741427667.848","701552553007.993","741790800990.739","802685567836.537","822526232328.578","914226843967.921","1077848983437.96","1196161663459.27","1184841571677.44","1266772714159.61"
"Total reserves (includes gold, current US$)","FI.RES.TOTL.CD","Europe & Central Asia","ECS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Total reserves (includes gold, current US$)","FI.RES.TOTL.CD","Europe & Central Asia (excluding high income)","ECA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Total reserves (includes gold, current US$)","FI.RES.TOTL.CD","Europe & Central Asia (IDA & IBRD countries)","TEC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Total reserves (includes gold, current US$)","FI.RES.TOTL.CD","European Union","EUU","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Total reserves (includes gold, current US$)","FI.RES.TOTL.CD","Fragile and conflict affected situations","FCS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Total reserves (includes gold, current US$)","FI.RES.TOTL.CD","Heavily indebted poor countries (HIPC)","HPC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Total reserves (includes gold, current US$)","FI.RES.TOTL.CD","High income","HIC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Total reserves (includes gold, current US$)","FI.RES.TOTL.CD","IBRD only","IBD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Total reserves (includes gold, current US$)","FI.RES.TOTL.CD","IDA & IBRD total","IBT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Total reserves (includes gold, current US$)","FI.RES.TOTL.CD","IDA blend","IDB","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Total reserves (includes gold, current US$)","FI.RES.TOTL.CD","IDA only","IDX","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Total reserves (includes gold, current US$)","FI.RES.TOTL.CD","IDA total","IDA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Total reserves (includes gold, current US$)","FI.RES.TOTL.CD","Late-demographic dividend","LTE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Total reserves (includes gold, current US$)","FI.RES.TOTL.CD","Latin America & Caribbean","LCN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Total reserves (includes gold, current US$)","FI.RES.TOTL.CD","Latin America & Caribbean (excluding high income)","LAC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Total reserves (includes gold, current US$)","FI.RES.TOTL.CD","Latin America & the Caribbean (IDA & IBRD countries)","TLA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Total reserves (includes gold, current US$)","FI.RES.TOTL.CD","Least developed countries: UN classification","LDC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Total reserves (includes gold, current US$)","FI.RES.TOTL.CD","Low & middle income","LMY","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Total reserves (includes gold, current US$)","FI.RES.TOTL.CD","Low income","LIC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Total reserves (includes gold, current US$)","FI.RES.TOTL.CD","Lower middle income","LMC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Total reserves (includes gold, current US$)","FI.RES.TOTL.CD","Middle East & North Africa","MEA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Total reserves (includes gold, current US$)","FI.RES.TOTL.CD","Middle East & North Africa (excluding high income)","MNA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Total reserves (includes gold, current US$)","FI.RES.TOTL.CD","Middle East & North Africa (IDA & IBRD countries)","TMN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Total reserves (includes gold, current US$)","FI.RES.TOTL.CD","Middle income","MIC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Total reserves (includes gold, current US$)","FI.RES.TOTL.CD","North America","NAC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Total reserves (includes gold, current US$)","FI.RES.TOTL.CD","Not classified","INX","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Total reserves (includes gold, current US$)","FI.RES.TOTL.CD","OECD members","OED","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Total reserves (includes gold, current US$)","FI.RES.TOTL.CD","Other small states","OSS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Total reserves (includes gold, current US$)","FI.RES.TOTL.CD","Pacific island small states","PSS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Total reserves (includes gold, current US$)","FI.RES.TOTL.CD","Post-demographic dividend","PST","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Total reserves (includes gold, current US$)","FI.RES.TOTL.CD","Pre-demographic dividend","PRE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Total reserves (includes gold, current US$)","FI.RES.TOTL.CD","Small states","SST","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Total reserves (includes gold, current US$)","FI.RES.TOTL.CD","South Asia","SAS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Total reserves (includes gold, current US$)","FI.RES.TOTL.CD","South Asia (IDA & IBRD)","TSA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Total reserves (includes gold, current US$)","FI.RES.TOTL.CD","Sub-Saharan Africa","SSF","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Total reserves (includes gold, current US$)","FI.RES.TOTL.CD","Sub-Saharan Africa (excluding high income)","SSA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Total reserves (includes gold, current US$)","FI.RES.TOTL.CD","Sub-Saharan Africa (IDA & IBRD countries)","TSS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Total reserves (includes gold, current US$)","FI.RES.TOTL.CD","Upper middle income","UMC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Total reserves (includes gold, current US$)","FI.RES.TOTL.CD","World","WLD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Total reserves minus gold (current US$),"FI.RES.XGLD.CD","China","CHN","","","","","","","","","","","","","","","","","","2345000000","1557000000","2154000000","2545179859.04546","5058089042.8511","11348870473.3587","14986652777.5854","17366033729.6592","12728147188.0492","11452999180.4582","16304946927.8895","18541338805.8296","17959866323.2318","29586161158.6121","43674299103.1198","20620361915.1072","22386849243.5518","52914062884.3961","75376702869.5104","107039425039.4","142762467746.157","149187895723.126","157727874491.999","168277583225.843","215605127617.14","291127828205.212","408150659048.593","614499524349.601","821513849695.566","1068493029869.9","1530281623043.37","1949259953570.11","2416043687067.79","2866079316315.37","3202788473563.49","3331120013773.81","3839547760252.93","3859167962991.09","3345193763888.14","3029775305378.4","3158876947213.04","3091881257199.08","3127493858036.36","3238782371433.72","3313920330628.85","3189689108813.78","3301319727518.98"
Total reserves minus gold (current US$),"FI.RES.XGLD.CD","France","FRA","630910000","1244460000","1461540000","1732540000","1995170000","1637380000","1494770000","1759890000","323870000","286000000","1428440000","4428039575.32277","6188645514.49937","4267674468.35475","4525870856.52196","8457031257.77321","5619869260.54405","5872089015.57029","9278084240.04415","17579258607.4209","27340321253.4785","22261750869.8067","16530648541.0705","19851011413.6984","20939510661.5802","26588573813.7083","31453846146.3188","33049483266.8927","25364490438.8314","24611054642.9416","36777716876.9828","31284003890.7723","27028313666.1763","22648736208.6591","26257268981.3037","26853225672.1885","26796028358.8331","30927488433.2499","44311701136.6276","39701489608.0092","37039189717.5087","31749101763.961","28365346067.4323","30186488584.2419","35314031954.9503","27752841215.4761","42651647646.8086","45709707996.8774","33617482930.1334","46633492570.7271","55800028354.6885","48611455550.5893","54230620611.7497","50848754565.1619","49547304333.4337","55192504338.294","56124910270.1827","54780551109.2472","66103290546.7897","69725075295.4885","76114119267.7113","101702799897.895","100428870442.022","79200905384.2542"
Total reserves minus gold (current US$),"FI.RES.XGLD.CD","Germany","DEU","4061650000","3501280000","3278430000","3807060000","3633510000","3020220000","3737140000","3924730000","5409310000","3049870000","9629750000","14231068184.8587","19325763804.4957","28205911337.3906","27358756750.2605","26215752995.1883","30018848177.0955","34708074199.6053","48474035391.8784","52549420090.8978","48591933862.3714","43718806369.2458","44761572816.2792","42674220756.2804","40140537865.6059","44379844024.6046","51734029307.793","78756312006.1286","58527563402.4573","60708676479.0917","67902226415.8996","63000843281.9809","90967080300.3011","77639894484.7905","77363207069.1661","85005217182.8733","83177914017.474","77586698432.98","74024121432.2423","61038802742.0089","56890479485.2706","51403889553.9414","51170639197.4245","50694032408.4992","48822652440.5447","45139728831.8326","41686538618.3393","44326512207.1516","43137195662.1989","59925314606.5488","62294943889.9431","66928070887.4098","67422250285.7565","67365115663.6072","62265928847.9195","58506810555.4249","59582016353.3968","59356901123.869","59173100675.4032","59184533016.4154","63969346748.6789","99169059613.5975","98413683336.7965","100391907874.527"
Total reserves minus gold (current US$),"FI.RES.XGLD.CD","Hong Kong SAR, China","HKG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","24568000000","28808000000","35174000000","42986000000","49251000000","55398000000","63808000000","92804000000","89606000000","96236000000","107542000000","111155000000","111896000000","118360080000","123540000000","124244000000","133168000000","152637000000","182469000000","255768000000","268649000000","285260000000","317189000000","311061000000","328377000000","358656000000","386147000000","431296000000","424494000000","441217000000","491628000000","496734000000","423904000000","425415000000"
Total reserves minus gold (current US$),"FI.RES.XGLD.CD","India","IND","423000000","418000000","265000000","360000000","251000000","319000000","365000000","419000000","439000000","683000000","763320000","942439552.948743","916317572.716268","848791785.255795","1027733777.72385","1089132799.80348","2791702339.02209","4872016471.72272","6426350817.3537","7432479364.91613","6943862180.06385","4692882371.82402","4315146405.27743","4937274460.15733","5842300415.42095","6420353251.3181","6395732658.12875","6453558243.13013","4899288503.72085","3858554813.78295","1520972172.8244","3626589137.30707","5757134860.50573","10199123471.808","19698471269.4689","17921806913.0466","20170156505.5965","24688314294.5037","27340724583.4008","32666742041.8314","37902244645.7003","45870471083.9043","67665482492.0604","98937910782.3484","126593287643.343","131924326287.054","170737998444.448","266988346673.262","247418901857.103","265181731677.225","275276605505.686","271285421552.138","270586506917.185","276493267092.374","303454874927.27","334310993025.188","341145194692.363","389350147912.134","374425187183.508","432378384523.969","549086868074.865","594356484008.549","521419383957.61","574508789079.883"
